,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,object_id,Z,Z_err,EBV,SpecType,English Translation,split,target,M_r,M_i,M_z,npeak_r,npeak_i,npeak_z,r-i,i-z,M_u,M_g,M_y,g-r,u-r,i-y,t_g,t_r,t_i,t_z,t_nan,t_nan_new,temp_peak,temp_20d,temp_peakerr,temp_20derr,trise_g,trise_r,trise_i,trise_z,tfade_g,tfade_r,tfade_i,tfade_z,peak_time_u,peak_time_g,peak_time_r,peak_time_i,peak_time_z,peak_time_y,T_eb_0.0,Terr_eb_0.0,R_eb_0.0,Rerr_eb_0.0,Lbol_eb_0.0,Lbolerr_eb_0.0,T_eb_5.0,Terr_eb_5.0,R_eb_5.0,Rerr_eb_5.0,Lbol_eb_5.0,Lbolerr_eb_5.0,T_eb_10.0,Terr_eb_10.0,R_eb_10.0,Rerr_eb_10.0,Lbol_eb_10.0,Lbolerr_eb_10.0,T_eb_15.0,Terr_eb_15.0,R_eb_15.0,Rerr_eb_15.0,Lbol_eb_15.0,Lbolerr_eb_15.0,T_eb_20.0,Terr_eb_20.0,R_eb_20.0,Rerr_eb_20.0,Lbol_eb_20.0,Lbolerr_eb_20.0,T_eb_30.0,Terr_eb_30.0,R_eb_30.0,Rerr_eb_30.0,Lbol_eb_30.0,Lbolerr_eb_30.0,T_eb_40.0,Terr_eb_40.0,R_eb_40.0,Rerr_eb_40.0,Lbol_eb_40.0,Lbolerr_eb_40.0,u-g_eb_30.0,g-r_eb_30.0,r-i_eb_30.0,i-z_eb_30.0,u-g_eb_40.0,g-r_eb_40.0,r-i_eb_40.0,i-z_eb_40.0,x1_salt2,c_salt2,chisq_salt2,redchisq_salt2,dps_3sigma,dt_5sigma,dps_halfmax,ESN
378,378,378,378,378,378,378,378,378,378,378,378,galadhrim_uruk_gwend,0.9862,,0.047,AGN,"people of the Trees, Elves of Lórien  + evil creature + maiden",split_03,0,-20.313651208619333,-20.04985933038577,-20.101118329003583,1.0,3.0,2.0,-0.2637918782335617,0.0512589986178113,-20.153106112712763,-20.36401792455014,-20.068197866979855,-0.0503667159308065,0.1605450959065706,0.0183385365940829,0.0,0.0,0.0,0.0,,,587.4000716923064,15377.472156643602,inf,568.7420987928438,394.2657413933484,280.69201673383213,254.2158403975045,304.53660064672295,-99.0,-99.0,-99.0,-99.0,,,61947.00657477478,61850.25308758759,62066.804580180185,,40000.0,2267.0,429100000000000.0,22420000000000.0,3.359e+24,4.142e+23,40000.0,2286.0,429100000000000.0,22640000000000.0,3.359e+24,4.171e+23,40000.0,2307.0,429100000000000.0,22890000000000.0,3.359e+24,4.203999999999999e+23,40000.0,2331.0,429100000000000.0,23160000000000.0,3.359e+24,4.2419999999999995e+23,40000.0,2357.0,429100000000000.0,23460000000000.0,3.359e+24,4.2839999999999994e+23,,,,,,,,,,,,,,,,,,,,,-4.121593007110559,-0.612764268034369,5703.310906303363,247.97003940449403,34.0,539.7579000000042,31.0,0.09893014912256792
379,379,379,379,379,379,379,379,379,379,379,379,galvorn_gador_braig,1.72,,0.022,AGN,"black metal  + dungeon, prison + fierce, wild",split_03,0,-21.10919563008077,-21.27731723409581,-21.26909000873092,3.0,5.0,2.0,0.1681216040150417,-0.0082272253648909,-20.22602773939473,-20.47911367232107,-21.47510241083554,0.6300819577596997,0.883167890686039,0.1977851767397282,1311.535637936155,1349.2252874125334,1534.7966915743964,1706.610469532905,,,21137.297214022343,21190.547527314902,954.1597179117184,979.051586139937,633.0449368076297,550.0555090975031,709.5577074032626,715.3600013392715,678.4907005825953,799.1697714686597,825.2389830151878,991.2504654109508,,,62347.1431038038,62301.592642342344,62276.732536336334,,9000.0,46170.0,1000000000000000.0,1.468e+16,4.675e+22,4.602e+23,9000.0,49890.0,1000000000000000.0,1.579e+16,4.675e+22,4.927e+23,9000.0,53510.0,1000000000000000.0,1.69e+16,4.675e+22,5.2619999999999995e+23,9000.0,56970.0,1000000000000000.0,1.797e+16,4.675e+22,5.601999999999999e+23,9000.0,60190.0,1000000000000000.0,1.899e+16,4.675e+22,5.941e+23,9000.0,65730.0,1000000000000000.0,2.082e+16,4.675e+22,6.591e+23,9000.0,69790.0,1000000000000000.0,2.225e+16,4.675e+22,7.171e+23,,,,,,,,,-3.3156651247562587,-0.547864814596907,612.788259600832,23.568779215416615,50.0,1198.1900000000023,5.0,0.09652043554734548
380,380,380,380,380,380,380,380,380,380,380,380,gas_magol_idhren,0.4296,,0.009,SN Ia-91T-like,"hole + sword + pondering, wise, thoughtful",split_03,0,-19.745070214445732,-19.02086146671357,-19.08298035281669,1.0,1.0,1.0,-0.7242087477321633,0.0621188861031214,17.488919360098578,-18.905229316114188,-13.53332742676588,0.8398408983315448,37.23398957454431,-5.48753403994769,133.90229573352553,61.69720856978529,81.41391147513787,56.870137403777335,,,,,,,57.21727488486795,34.49403132495354,32.18114920442895,20.487884867499815,76.68502308335883,27.203177399685956,49.23275991617993,36.38226060055604,,,,,,,7711.0,135.2,3924000000000000.0,174000000000000.0,3.877999999999999e+23,8.278e+21,11450.0,1079.0,1784000000000000.0,240700000000000.0,3.902e+23,4.937e+22,14530.0,2243.0,1220000000000000.0,221300000000000.0,4.719e+23,1.242e+23,14150.0,2101.0,1126000000000000.0,202700000000000.0,3.621e+23,8.643999999999999e+22,11290.0,1841.0,1346000000000000.0,312200000000000.0,2.1e+23,4.250999999999999e+22,,,,,,,,,,,,,,,,,,,,,1.6347199141052433,-0.0633747751190044,23.835575026352313,3.405082146621759,11.0,46.10229999999865,9.0,0.571283859900449
381,381,381,381,381,381,381,381,381,381,381,381,gil_amdir_corf,0.2896,,0.195,AGN," star, bright spark + hope + ring",split_03,0,-19.021285424245235,-19.10880556789934,-19.307228333118516,1.0,0.0,0.0,0.0875201436541033,0.1984227652191776,-18.08167501294146,-17.748141134520395,-19.213211826630285,1.27314428972484,0.9396104113037752,0.1044062587309468,99.46140174444008,170.17288059864222,144.8117405583398,177.31901133865904,,,676.522460181731,297.57457845037936,inf,inf,36.60688624106842,95.38119427498168,75.48546149078902,99.7390271645054,62.854518720349006,74.79167963624059,69.32626225362037,77.57999103773182,,,64095.1022,64064.15867957958,64083.2118,,5526.0,149.8,4343000000000000.0,282500000000000.0,1.2529999999999998e+23,3.512999999999999e+21,5636.0,192.4,4202000000000000.0,345100000000000.0,1.27e+23,4.47e+21,5793.0,266.9,3993000000000000.0,445400000000000.0,1.2789999999999998e+23,6.048e+21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.313473901930424,0.8905608829552898,5117.494006321818,138.3106488195086,45.0,741.959600000002,17.0,0.35191509901751833
382,382,382,382,382,382,382,382,382,382,382,382,gilgalad_nidh_mir,0.473,,0.097,AGN,"starlight + honeycomb +  jewel, treasure",split_03,0,-18.024901359230977,-18.03080941311712,-17.58506161532228,2.0,3.0,2.0,0.0059080538861415,-0.4457477977948372,-17.01825294529703,-17.58077400877051,-18.576453297693657,0.4441273504604659,1.0066484139339489,0.5456438845765383,903.302441493208,610.3442011892985,632.2736096893277,0.0,,,13761.816986705786,13775.547465286669,1442.6480417519294,1423.8392019638122,464.02950953171967,281.6436077003964,334.7472490081709,535.0506565799442,439.27293415233726,328.70060373383603,297.5263418944596,-99.0,,62773.79848308308,62788.882320420424,62797.78146036036,,,9150.0,511.2,1243000000000000.0,134500000000000.0,7.722e+22,2.894e+21,9078.0,525.4,1260000000000000.0,141700000000000.0,7.678e+22,2.9899999999999995e+21,9014.0,544.0,1273000000000000.0,149800000000000.0,7.622e+22,3.1079999999999995e+21,8958.0,566.3,1283000000000000.0,158700000000000.0,7.554e+22,3.2459999999999995e+21,8910.0,591.8,1290000000000000.0,168200000000000.0,7.478e+22,3.4e+21,8837.0,651.3,1296000000000000.0,188500000000000.0,7.299999999999999e+22,3.742e+21,8793.0,721.7,1291000000000000.0,209800000000000.0,7.096999999999999e+22,4.114e+21,,,,,,,,,12.475696349498506,-0.1535160349962792,701.8927667010541,21.934148959407946,47.0,772.6221000000005,27.0,0.2479524429032768
383,383,383,383,383,383,383,383,383,383,383,383,glaur_Rochirrim_aeglir,2.238,,0.055,AGN,golden light  + Horse.Lords (People)  + range of mountain peaks,split_03,0,-21.804049926044858,-21.776004319135907,-21.79467549016327,2.0,0.0,1.0,-0.0280456069089503,0.0186711710273641,-21.017420909502743,-21.282493026346614,-21.136465754352997,0.5215568996982434,0.7866290165421148,-0.6395385647829102,0.0,0.0,0.0,0.0,,,991.0397782657144,991.0397782657144,inf,inf,634.7169160051417,727.9241930790522,834.9352193832165,588.8973329273576,-99.0,-99.0,-99.0,-99.0,,63335.6611,63415.986,63379.8398,,,18660.0,1111.0,2413000000000000.0,286900000000000.0,5.028e+24,1.671e+23,18680.0,1221.0,2451000000000000.0,320100000000000.0,5.207e+24,1.8799999999999997e+23,18730.0,1363.0,2481000000000000.0,360500000000000.0,5.394e+24,2.21e+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.119627944863806,-0.1531519058636056,263.9137996989716,37.701971385567376,30.0,851.4438999999984,21.0,0.1951234784302363
384,384,384,384,384,384,384,384,384,384,384,384,gwador_pent_faun,1.158,,0.089,AGN,sworn brother + story + cloud,split_03,0,-21.24482734007791,-20.810313747598236,-19.260899586874096,2.0,2.0,1.0,-0.434513592479675,-1.5494141607241405,-21.851215779953385,-21.48725631621196,-20.713992747761644,-0.2424289761340468,-0.6063884398754738,-0.0963209998365925,533.4581704553129,460.1866519942196,598.9080710214257,0.0,,,26991.575000807406,26509.19807489626,3904.4245639938185,4031.3694124147582,277.95339229032106,256.3143541678146,277.3637241747201,292.3035225289641,255.50480171294475,203.87231984151003,321.5443485289434,-99.0,63276.845465265265,63273.32688618619,63315.0703009009,63304.91906586586,,,40000.0,438900.0,65530000000000.0,726200000000000.0,7.832999999999999e+22,1.718e+24,40000.0,471700.0,65530000000000.0,776100000000000.0,7.832999999999999e+22,1.8599999999999997e+24,40000.0,512300.0,65530000000000.0,832200000000000.0,7.832999999999999e+22,2.05e+24,40000.0,556600.0,65530000000000.0,888200000000000.0,7.832999999999999e+22,2.2679999999999997e+24,40000.0,602700.0,65530000000000.0,943200000000000.0,7.832999999999999e+22,2.4989999999999997e+24,40000.0,700100.0,65530000000000.0,1063000000000000.0,7.832999999999999e+22,2.973e+24,40000.0,807300.0,65530000000000.0,1219000000000000.0,7.832999999999999e+22,3.443e+24,-0.2130000000000009,-0.3230000000000004,-0.2859999999999978,,-0.2130000000000009,-0.3230000000000004,-0.2859999999999978,,3.2340112534572416,-0.5661515382990534,1736.4434196818263,54.26385686505707,59.0,1785.7376000000004,12.0,0.23872994524699456
385,385,385,385,385,385,385,385,385,385,385,385,gwaloth_aith_ulug,0.2051,,0.213,SN Ia,"blossom + point of spear  + bad, evil",split_03,0,-19.15541922399062,-18.26334349766441,-18.493300514878513,1.0,1.0,1.0,-0.8920757263262118,0.2299570172141045,-15.47476314825819,-19.101474399199603,-14.743215516495669,0.0539448247910172,3.680656075732429,-3.5201279811687396,116.21024404010676,37.79387046430929,111.9124644131225,24.537868055347644,,,250.60674004910737,240.90663420650543,278986832653.9731,209156652498.3216,46.89455530702253,20.245757587777916,48.83654409765586,8.62619736258057,69.315899787347,17.548119109931577,63.07591480033443,15.911654200259363,,62732.06437237237,62737.34286516516,,,,8253.0,127.5,1863000000000000.0,59370000000000.0,1.148e+23,8.768e+20,8570.0,438.7,1512000000000000.0,149400000000000.0,8.782999999999999e+22,2.6309999999999997e+21,11340.0,1756.0,802200000000000.0,162800000000000.0,7.581e+22,1.7599999999999998e+22,11080.0,1636.0,813400000000000.0,146700000000000.0,7.112e+22,1.678e+22,6382.0,447.2,1854000000000000.0,267300000000000.0,4.063e+22,1.218e+21,,,,,,,,,,,,,,,,,,,,,-0.3730923212647828,-0.0599823487863992,21.884430828317576,3.1263472611882253,23.0,31.425799999997253,7.0,0.5717675598025111
386,386,386,386,386,386,386,386,386,386,386,386,gwanur_adar_anwar,0.3739,,0.084,SN Ia,"kinsman, kinswoman  + father + awe",split_03,0,-19.102889493199207,-19.2386877072858,-18.74830488591775,1.0,1.0,1.0,0.1357982140865914,-0.4903828213680476,-12.888466729980244,-18.54136607003357,-17.79992714914983,0.5615234231656387,6.214422763218963,-1.438760558135968,45.243456453717954,35.73199777888658,33.6753143223832,52.495184657673235,,,12293.037650651288,9398.427420880367,1752.703112073853,2092.422819615283,27.948048651524005,16.857799128869374,14.27569836044131,18.82623949022673,17.295427565004502,18.87419885946292,19.399616182330647,33.668952112901025,,,62907.240848448455,62906.877235135136,62909.71377657657,,9147.0,600.7,1890000000000000.0,205600000000000.0,1.7819999999999998e+23,1.118e+22,7283.0,345.3,2700000000000000.0,311900000000000.0,1.461e+23,8.276e+21,6912.0,331.7,2671000000000000.0,286900000000000.0,1.161e+23,4.812e+21,6794.0,684.3,2294000000000000.0,477400000000000.0,7.986e+22,6.781e+21,6097.0,859.5,2525000000000000.0,864900000000000.0,6.280999999999999e+22,1.073e+22,4917.0,702.4,3451000000000000.0,1526000000000000.0,4.96e+22,1.6079999999999998e+22,,,,,,,,,,,,,,,1.2699790097472756,-0.0499451077561297,42.54019603643502,2.127009801821751,27.0,68.38500000000204,10.0,0.45686947257793165
387,387,387,387,387,387,387,387,387,387,387,387,gwarth_lin_lasguil,0.3165,,0.052,AGN,"betrayer +  lake, pool  + tea",split_03,0,-17.801036159106864,-17.538570919791944,-17.682054775300422,1.0,1.0,2.0,-0.2624652393149205,0.1434838555084781,-17.549846238594206,-17.728457230628685,-17.47133586517446,0.0725789284781797,0.2511899205126582,-0.067235054617484,0.0,0.0,258.38592956983484,330.38533350149373,,,272.8285759213819,359.75367544744114,inf,inf,137.42922736723267,196.01405633222748,141.46441026021057,137.93064225702983,-99.0,-99.0,116.92147309405846,192.45470760861645,,,63662.3608,63437.5312044044,63202.5048,,12230.0,523.7,665000000000000.0,43120000000000.0,7.039999999999999e+22,3.753e+21,12290.0,514.9,658900000000000.0,42130000000000.0,7.0469999999999994e+22,3.619e+21,12320.0,543.0,647900000000000.0,43820000000000.0,6.888e+22,3.685e+21,12330.0,575.9,633000000000000.0,45510000000000.0,6.6010000000000006e+22,3.725e+21,12340.0,578.6,614700000000000.0,44470000000000.0,6.251e+22,3.524e+21,12410.0,476.1,574000000000000.0,34190000000000.0,5.569e+22,2.517e+21,12340.0,474.1,556500000000000.0,32960000000000.0,5.109999999999999e+22,2.3509999999999995e+21,0.004999999999999,0.0070000000000014,0.004999999999999,0.004999999999999,0.004999999999999,0.0070000000000014,0.004999999999999,0.004999999999999,0.1641937966655102,-0.4245751674133776,1110.110786117213,58.4268834798533,25.0,474.3018000000011,11.0,0.3638932523896941
388,388,388,388,388,388,388,388,388,388,388,388,gwarth_rach_magor,1.074,,0.1,AGN,"betrayer + wagon, wain  + swordsman",split_03,0,-19.625312483559355,-19.853632961340125,-19.448341401747683,2.0,2.0,2.0,0.2283204777807697,-0.4052915595924418,-19.746836615626393,-19.2762218673129,-18.203219573664526,0.3490906162464569,-0.1215241320670372,-1.6504133876755986,425.5756266729731,675.8460407154416,1091.6425526498788,1119.7066607580928,,,18599.78101417503,630.4370094553556,590.3485439460059,inf,206.0366653140663,381.5860924983499,641.8320173221728,607.4622704183712,219.53888575145535,294.26003947259596,449.8105193879892,512.2443001390129,,,63105.560055755755,63032.68696356357,,,9000.0,4559.0,1000000000000000.0,1325000000000000.0,4.675e+22,3.442e+22,9000.0,4400.0,1000000000000000.0,1284000000000000.0,4.675e+22,3.3539999999999995e+22,9000.0,4332.0,1000000000000000.0,1267000000000000.0,4.675e+22,3.316e+22,9000.0,4366.0,1000000000000000.0,1277000000000000.0,4.675e+22,3.333e+22,9000.0,4500.0,1000000000000000.0,1314000000000000.0,4.675e+22,3.405e+22,9000.0,5024.0,1000000000000000.0,1453000000000000.0,4.675e+22,3.687e+22,9000.0,5785.0,1000000000000000.0,1652000000000000.0,4.675e+22,4.081e+22,,,,,,,,,14.018787434115932,-0.2030747455386714,238.67761698027095,15.911841132018065,30.0,451.87569999999687,25.0,0.32272416341517157
389,389,389,389,389,389,389,389,389,389,389,389,gwathui_gwael_heron,0.4153,,0.043,SN Ia,shadowy + gull + master,split_03,0,-19.36779066824716,-18.804374766001153,-10.72873546890056,1.0,1.0,1.0,-0.5634159022460068,-8.075639297100594,-14.827913440618168,-17.688754998404285,-15.742946041143972,1.6790356698428752,4.539877227628992,-3.0614287248571816,115.4703749889959,36.87951047068782,52.4107591169377,57.77289339611889,,,10133.569652644746,352.7698024098677,2667.1525130956975,117950542003.50311,62.80586198205856,18.148374254567894,31.080811228115635,27.3311113203672,52.6644261327674,18.73113807097252,21.32995945324365,30.441781456225726,,,62921.62769309309,62931.2508,62927.363696696695,,10820.0,1698.0,1689000000000000.0,422200000000000.0,2.783e+23,3.707e+22,10550.0,1531.0,1599000000000000.0,347300000000000.0,2.261e+23,3.766e+22,8899.0,942.4,1862000000000000.0,332700000000000.0,1.55e+23,1.3109999999999998e+22,6803.0,608.5,2636000000000000.0,496700000000000.0,1.061e+23,5.096e+21,5388.0,405.8,3789000000000000.0,766900000000000.0,8.621999999999999e+22,9.611e+21,5654.0,1017.0,2494000000000000.0,1155000000000000.0,4.528999999999999e+22,1.1109999999999998e+22,6162.0,1659.0,1800000000000000.0,1222000000000000.0,3.327e+22,1.1829999999999998e+22,,,,,,,,,1.2696951217062995,-0.0653558149223715,49.2839073925941,3.2855938261729403,20.0,55.03489999999874,8.0,0.11965939171164719
390,390,390,390,390,390,390,390,390,390,390,390,gwathui_navaer_glaur,1.012,,0.017,TDE,shadowy + farewell + golden light ,split_03,1,-19.47117974891643,-19.7168904172537,-18.7793853653314,2.0,2.0,2.0,0.2457106683372707,-0.9375050519223008,-19.496348845145555,-18.573880236060127,-19.14763370940181,0.8972995128563035,-0.0251690962291242,-0.569256707851892,240.29432403376268,399.7186902871835,263.6918181707515,645.4598254601515,,,18637.404903166524,892.2646720787202,2906.231862879772,inf,111.4439619019031,268.2449148629021,65.4922037629367,174.235656627352,128.85035635162058,131.47378016969742,198.19962144982856,471.224143659274,,,63625.3314,63548.13104864865,,,12480.0,1132.0,1777000000000000.0,292800000000000.0,5.457e+23,3.4079999999999996e+22,12420.0,993.5,1745000000000000.0,256400000000000.0,5.1629999999999994e+23,2.667e+22,12390.0,903.6,1702000000000000.0,231700000000000.0,4.857999999999999e+23,2.1289999999999997e+22,12380.0,862.5,1649000000000000.0,217400000000000.0,4.554e+23,1.8249999999999995e+22,12400.0,855.6,1590000000000000.0,210100000000000.0,4.2549999999999995e+23,1.7029999999999998e+22,12400.0,908.3,1478000000000000.0,209700000000000.0,3.681e+23,1.668e+22,12430.0,997.7,1365000000000000.0,212900000000000.0,3.169e+23,1.6119999999999998e+22,,,,,,,,,6.116427062053306,-0.3557192926654114,207.1766897270458,15.936668440541986,21.0,131.48270000000048,7.0,0.3001326931772191
391,391,391,391,391,391,391,391,391,391,391,391,gwaun_naer_tamin,0.4049,,0.295,AGN,"goose +  sad, dreadful, woeful + forge ",split_03,0,-18.788536677659017,-19.0762276604112,-19.04745881366164,1.0,0.0,0.0,0.2876909827521814,-0.0287688467495605,,-17.91202923104442,,0.8765074466145961,,,425.79883618037275,1279.8707783843056,0.0,,,,8309.782945685118,7892.734374299011,2753.804436786691,2356.1912102898455,213.02637432402116,621.2488315762312,382.7829672893495,,212.7732406860232,658.6219473132223,-99.0,,,63513.408825725724,63273.82376126126,63286.2631,,,5722.0,327.1,3239000000000000.0,540000000000000.0,8.013999999999999e+22,9.054e+21,5727.0,327.8,3222000000000000.0,538400000000000.0,7.959e+22,9.023e+21,5732.0,328.5,3205000000000000.0,536700000000000.0,7.905e+22,8.991999999999999e+21,5738.0,329.2,3188000000000000.0,535100000000000.0,7.851e+22,8.961e+21,5743.0,330.0,3172000000000000.0,533500000000000.0,7.797e+22,8.93e+21,5753.0,331.7,3138000000000000.0,530400000000000.0,7.69e+22,8.868e+21,5764.0,333.5,3105000000000000.0,527300000000000.0,7.584e+22,8.808e+21,,,,,,,,,-2.233871828324758,-0.1562432655586573,610.0768696672653,32.10930892985607,25.0,1606.2036999999982,9.0,0.046640549014446184
392,392,392,392,392,392,392,392,392,392,392,392,gwend_dol_inias,0.8115,,0.178,AGN,"maiden + head, hill + annals",split_03,0,-19.070789592191247,-19.70499575316728,-20.076403976388008,1.0,1.0,1.0,0.634206160976035,0.3714082232207261,-18.782375832468887,-17.477994486635893,-20.478531063975836,1.5927951055553535,0.2884137597223599,0.7735353108085548,82.0385521115677,0.0,0.0,0.0,,,8761.771204726949,8763.198479013174,1065.675132958364,1071.1967774461805,36.6132968027523,398.5415313102276,359.50929911294224,501.9204767786505,45.42523767794046,-99.0,-99.0,-99.0,,,62240.6119,62200.8421,62232.72958198198,,5770.0,235.3,7959000000000000.0,1006000000000000.0,5.003e+23,4.766e+22,5807.0,244.5,7810000000000000.0,1019000000000000.0,4.942e+23,4.852e+22,5839.0,261.0,7679000000000000.0,1058000000000000.0,4.884e+23,5.0259999999999995e+22,5867.0,284.1,7562000000000000.0,1119000000000000.0,4.828e+23,5.272e+22,5892.0,312.9,7455000000000000.0,1199000000000000.0,4.771999999999999e+23,5.573e+22,,,,,,,,,,,,,,,,,,,,,7.783552554025492,0.3704795789374232,279.91551776859797,19.993965554899855,23.0,809.5996999999988,5.0,0.17445407922657966
393,393,393,393,393,393,393,393,393,393,393,393,gwend_harad_lalaith,1.175,,0.049,AGN,maiden + south + laughter,split_03,0,-19.355237874212456,-20.21169283048332,-19.909256240082307,3.0,2.0,4.0,0.8564549562708628,-0.3024365904010118,-18.091593604021533,-18.73921010903951,-20.59754535345916,0.6160277651729444,1.2636442701909232,0.385852522975842,1144.4477047973778,0.0,524.928809388337,0.0,,,457.87780936550615,15914.64179708426,inf,2075.637492477002,579.2932110390611,545.1630116768793,245.6445240200628,544.6866620266374,44.533546467537235,-99.0,279.28429256832896,-99.0,,62328.5415009009,62496.577262962965,62456.79762882883,62597.2022941942,,9000.0,10730.0,1000000000000000.0,2931000000000000.0,4.675e+22,6.6049999999999995e+22,9000.0,11010.0,1000000000000000.0,3003000000000000.0,4.675e+22,6.763e+22,9000.0,11280.0,1000000000000000.0,3077000000000000.0,4.675e+22,6.928999999999999e+22,9000.0,11570.0,1000000000000000.0,3154000000000000.0,4.675e+22,7.1059999999999995e+22,9000.0,11860.0,1000000000000000.0,3232000000000000.0,4.675e+22,7.293e+22,9000.0,12450.0,1000000000000000.0,3397000000000000.0,4.675e+22,7.701e+22,9000.0,13070.0,1000000000000000.0,3573000000000000.0,4.675e+22,8.16e+22,,,,,,,,,37.40390060801751,-0.4766166046035578,554.8970635198277,18.496568783994256,44.0,714.6475999999966,8.0,0.18062669692063363
394,394,394,394,394,394,394,394,394,394,394,394,gwilwileth_cair_tavor,0.7185,,0.02,AGN,butterfly + ship + woodpecker,split_03,0,-19.65346866124262,-19.746592761784335,-19.65625629683995,1.0,1.0,1.0,0.0931241005417149,-0.0903364649443858,-18.762128450473007,-19.02478407664946,-19.58337292773205,0.6286845845931595,0.8913402107696129,-0.1632198340522848,0.0,0.0,0.0,0.0,,,14149.221960251562,14121.663182706694,1056.772372058987,1055.9007470490149,193.0133488697029,355.35399394004344,305.5718463620142,434.0174370862369,-99.0,-99.0,-99.0,-99.0,,,63610.8183,63610.8183,,,12160.0,549.8,1674000000000000.0,125300000000000.0,4.3699999999999995e+23,1.925e+22,12130.0,550.1,1692000000000000.0,126300000000000.0,4.414e+23,1.973e+22,12100.0,552.1,1710000000000000.0,127800000000000.0,4.461e+23,2.0249999999999997e+22,12070.0,555.3,1728000000000000.0,129600000000000.0,4.51e+23,2.0779999999999997e+22,12040.0,559.1,1747000000000000.0,131600000000000.0,4.5619999999999995e+23,2.132e+22,11980.0,567.9,1785000000000000.0,135800000000000.0,4.673e+23,2.243e+22,11940.0,582.0,1822000000000000.0,141200000000000.0,4.803e+23,2.379e+22,0.0909999999999975,0.1430000000000006,0.1320000000000014,0.1159999999999996,0.0909999999999975,0.1430000000000006,0.1320000000000014,0.1159999999999996,-2.5172681959227945,-0.8806141544600866,1610.635162594071,55.53914353772659,35.0,485.0685999999987,15.0,0.3516163295922454
395,395,395,395,395,395,395,395,395,395,395,395,hadhod_ram_calad,0.6482,,0.038,AGN,Dwarf + wall + light,split_03,0,-18.786484710071143,-19.354028296432,-19.34251811955219,1.0,0.0,1.0,0.5675435863608556,-0.0115101768798098,-16.31390294708458,-17.426613143450332,-19.766341068995736,1.3598715666208108,2.4725817629865645,0.4123127725637374,0.0,0.0,0.0,0.0,,,428.40008277075896,407.213083963188,inf,inf,186.0779457342869,172.3633266817269,205.92454653878667,304.4703355944803,-99.0,-99.0,-99.0,-99.0,,,62685.5981,62713.0857,62666.3567,,6498.0,317.7,4462000000000000.0,567800000000000.0,2.528e+23,1.724e+22,6480.0,328.1,4557000000000000.0,600100000000000.0,2.609e+23,1.828e+22,6465.0,341.8,4647000000000000.0,637800000000000.0,2.6879999999999997e+23,1.9449999999999997e+22,6452.0,359.0,4735000000000000.0,682000000000000.0,2.768e+23,2.077e+22,6440.0,379.4,4822000000000000.0,733500000000000.0,2.8499999999999996e+23,2.2329999999999997e+22,,,,,,,,,,,,,,,,,,,,,42.93018252496774,0.2533643110688384,654.3143740828524,25.165937464725097,30.0,890.5997000000061,7.0,0.01721170849016766
396,396,396,396,396,396,396,396,396,396,396,396,hal_alae_suil,1.148,,0.023,AGN,fish + Ah + hail ,split_03,0,-20.427542492287735,-20.295634148390967,-19.845092786051076,1.0,1.0,1.0,-0.1319083438967681,-0.4505413623398908,-19.568801410541248,-20.59688061563005,-19.52355959003828,-0.1693381233423139,0.8587410817464871,-0.7720745583526885,0.0,622.8181074126187,622.0808310059656,822.8868897497741,,,26129.510637155236,26442.93943506256,3014.6046376182944,2202.178537840596,183.0220584544877,181.74117084706089,141.32182475279842,362.6379271573678,-99.0,441.0769435907132,480.75900480239943,460.2490609190136,,,63978.5543,63981.8998,,,9000.0,7852.0,1000000000000000.0,2063000000000000.0,4.675e+22,3.878e+22,9000.0,6358.0,1000000000000000.0,1702000000000000.0,4.675e+22,3.415e+22,9000.0,5521.0,1000000000000000.0,1510000000000000.0,4.675e+22,3.274e+22,9000.0,5075.0,1000000000000000.0,1412000000000000.0,4.675e+22,3.28e+22,9000.0,5038.0,1000000000000000.0,1407000000000000.0,4.675e+22,3.3629999999999996e+22,9000.0,5328.0,1000000000000000.0,1478000000000000.0,4.675e+22,3.47e+22,9000.0,6007.0,1000000000000000.0,1633000000000000.0,4.675e+22,3.58e+22,-0.0280000000000022,-0.0380000000000002,-0.0359999999999978,-0.0330000000000012,-0.0280000000000022,-0.0380000000000002,-0.0359999999999978,-0.0330000000000012,2.32051735600875,-0.6438325399754802,612.6622685474547,24.506490741898187,35.0,441.6093999999939,5.0,0.3292892772495095
